sizes	no_filter_forward	no_filter_backward	no_filter_inference	flex_filter_forward	flex_filter_backward	flex_filter_inference	const_filter_forward	const_filter_backward	const_filter_inference
1702	1.77447	64.0647	1.79889	0.581633	0.00802374	0.585369	0.654528	0.0959148	0.647202
1702	1.81467	62.3973	1.84492	0.651487	0.00685072	0.649843	0.622689	0.00844073	0.619838
1692	2.19929	78.0818	2.27089	0.853889	0.00682735	0.847395	0.930895	0.185373	0.940506
1716	1.21845	37.4766	1.15021	0.334829	0.00678873	0.338404	0.342379	0.00856638	0.340872
1661	1.39173	49.514	1.42892	0.447913	0.00693655	0.44717	0.636299	0.442403	0.65212
1654	1.43595	45.3995	1.44598	0.495041	0.0102465	0.4964	0.695011	0.459175	0.702075
1684	1.92896	69.8573	1.98586	0.719449	0.00684643	0.724057	1.01979	0.686294	1.0279
1688	2.1176	72.7276	2.18699	0.680842	0.00702477	0.688145	0.918897	0.635583	0.913183
1709	1.97913	69.0661	1.99645	0.716605	0.00694275	0.719807	0.966217	0.652698	0.963961
1712	1.5029	48.156	1.46445	0.559022	0.00710583	0.568259	0.654914	0.104035	0.644441
1714	2.5536	95.4605	2.67112	0.951954	0.00695372	0.956362	0.943799	0.0305579	0.941861
1737	1.24253	35.2297	1.12187	0.388443	0.00695848	0.39722	0.386646	0.00792098	0.384041
1723	1.89615	68.5744	1.99421	0.733381	0.00707006	0.735569	0.876122	0.382971	0.885961
1761	2.26966	93.238	2.3619	0.765723	0.00728631	0.772967	0.931031	0.43983	0.937297
1756	1.79988	66.8284	1.79135	0.578209	0.00743198	0.581249	0.844841	0.489178	0.857856
1796	1.46612	51.402	1.46057	0.472659	0.007447	0.479636	0.581056	0.131852	0.564631
1782	1.44808	56.6023	1.45395	0.481195	0.00760174	0.486581	0.476956	0.00944257	0.473307
1764	2.07683	82.7037	2.13989	0.784588	0.00740194	0.791786	1.09351	0.70081	1.09928
1796	2.08192	78.3804	2.11778	0.736742	0.00734019	0.741288	0.820665	0.115652	0.814331
1829	2.20409	85.4491	2.25926	0.79285	0.00746918	0.799654	0.792186	0.0237923	0.792361
1836	1.34796	49.6608	1.29246	0.412383	0.0077095	0.42006	0.520638	0.129997	0.530004
1830	1.63615	65.2892	1.65365	0.572048	0.00793242	0.583929	0.562886	0.00970936	0.56314
1834	1.96655	83.6875	2.005	0.733669	0.00768948	0.736509	0.717708	0.00776052	0.716669
1865	1.64726	65.1436	1.63852	0.544491	0.00771308	0.54944	0.53153	0.00781369	0.527709
1875	1.74104	68.6772	1.76294	0.637497	0.00794125	0.641064	0.76621	0.254001	0.767305
1909	2.30558	106.709	2.37002	0.805768	0.00825477	0.822701	0.80347	0.0292497	0.811474
1911	2.07257	91.0095	2.07416	0.680834	0.00845957	0.687784	0.662862	0.00920701	0.663981
1875	1.71011	68.0687	1.69895	0.582856	0.00794125	0.589157	0.560738	0.00807142	0.56734
1819	1.49725	59.1668	1.5122	0.517842	0.00776911	0.516592	0.496248	0.00795293	0.499644
1784	2.2168	90.1223	2.28791	0.766842	0.00753617	0.773479	0.741388	0.00782967	0.747377
1843	1.97845	87.4614	2.01684	0.712122	0.00754452	0.71826	0.794224	0.119327	0.7996
1853	2.67492	107.908	2.75287	1.01432	0.00775051	1.02727	0.996959	0.00945354	0.990206
1916	1.59146	59.8689	1.51862	0.513969	0.0077424	0.529307	0.494451	0.0079391	0.503313
1915	2.44166	112.553	2.51071	0.922426	0.00829029	0.927252	1.32938	1.11733	1.3207
1965	3.90987	193.339	4.08909	1.5634	0.00841713	1.57089	1.54186	0.0102241	1.54103
2005	2.38871	104.871	2.31676	0.806815	0.00855541	0.81392	0.776285	0.00874233	0.781804
2003	2.86423	143.724	2.91909	1.04841	0.0089035	1.05824	1.21847	0.373377	1.22983
2069	2.56315	133.423	2.57473	0.860078	0.0147493	0.866378	0.849402	0.0110731	0.844273
2095	2.88477	156.579	2.95318	1.0535	0.00969124	1.05357	1.24904	0.472056	1.2739
2104	2.44044	129.449	2.42703	0.773389	0.00935483	0.799208	0.958172	0.31979	0.969046
2106	2.51208	141.717	2.52213	0.816359	0.00973344	0.829047	0.960445	0.343056	0.966693
2052	3.08903	165.228	3.12474	1.08299	0.00946665	1.08986	1.51429	1.07809	1.51926
2113	3.23286	176.354	3.31147	1.16008	0.00957966	1.17684	1.20985	0.0490289	1.19205
2135	3.46908	194.123	3.55681	1.29823	0.00975037	1.3019	1.25211	0.0106606	1.24515
2116	5.38177	111.726	5.38122	0.773723	0.00955319	0.781816	0.742568	0.0104077	0.747835
2118	1.68328	88.1501	1.67647	0.57055	0.0158138	0.569842	0.702618	0.327425	0.71173
2097	2.93279	175.678	3.03795	1.08153	0.00963402	1.07957	1.48071	1.18675	1.50301
2109	2.78216	147.041	2.82129	0.977792	0.00946403	0.97804	1.16233	0.389069	1.14807
2133	4.16359	246.436	4.33552	1.53219	0.00952697	1.5401	1.47797	0.0112586	1.47249
2177	3.34518	185.45	3.33938	1.18588	0.00987482	1.19357	1.42185	0.722306	1.4242
2215	3.34208	207.686	3.4263	1.1015	0.0104985	1.10185	1.35808	0.690152	1.35132
2191	2.53296	136.967	2.45322	0.800902	0.0102856	0.797253	0.986271	0.4037	0.974911
2177	1.86195	96.2649	1.80037	0.59876	0.0101609	0.597178	0.581592	0.0145345	0.585979
2165	3.00791	183.169	3.1089	1.0855	0.0102162	1.08919	1.37723	0.674881	1.39484
2213	2.95023	172.744	2.99243	1.03645	0.010185	1.03655	1.01976	0.0124514	1.0116
2258	2.82537	181.915	2.85549	0.924923	0.010756	0.928165	1.21464	0.55563	1.2151
2255	2.50644	151.964	2.46269	0.868631	0.0176139	0.878121	0.859245	0.012732	0.85858
2242	2.70902	173.38	2.7555	0.951169	0.0106046	0.958854	0.92217	0.0106597	0.931656
2213	3.08469	197.36	3.15422	1.10871	0.0105834	1.1232	1.0611	0.0107105	1.05915
2213	2.91604	167.137	2.9223	1.06078	0.010165	1.063	1.03474	0.010335	1.03052
2214	3.5852	221.611	3.70402	1.2809	0.0168662	1.28521	1.46451	0.437526	1.46353
2263	2.88377	166.396	2.87457	0.97654	0.0104625	0.985988	0.947693	0.0120897	0.956867
2267	2.97937	187.175	3.01545	1.0596	0.0109453	1.0533	1.25132	0.560275	1.24168
2274	2.05803	114.862	1.98889	0.62197	0.010781	0.628112	0.806092	0.438018	0.815783
2264	2.47609	150.685	2.46749	0.935042	0.0109096	0.937381	0.930167	0.0515144	0.934494
2312	3.47456	242.634	3.62135	1.2921	0.011024	1.29795	1.26182	0.0119696	1.26241
2329	4.11298	287.931	4.20646	1.56043	0.0111461	1.57527	1.52954	0.0112228	1.52784
2367	5.3205	401.695	5.54919	1.83365	0.011586	1.8396	1.79452	0.0117743	1.82267
2403	3.13894	203.106	2.96581	0.960148	0.0119348	0.966545	1.25334	0.544044	1.24426
2410	2.22214	146.888	2.12833	0.716184	0.0121334	0.71956	0.762872	0.0815022	0.74262
2370	2.97948	223.093	3.05567	1.06085	0.0120153	1.06779	1.03923	0.0205805	1.03554
2378	3.05256	216.389	3.10034	1.06168	0.0273912	1.07644	1.23906	0.491568	1.24015
896	0.668758	1.90836	0.440217	0.14956	0.00360012	0.161319	0.356661	0.445003	0.352179
941	0.624748	5.99376	0.617712	0.24894	0.00380969	0.254324	0.252346	0.0055213	0.249389
982	0.459989	4.80014	0.472624	0.16124	0.00431013	0.16686	0.156846	0.00389385	0.161387
1006	0.554261	7.20968	0.596154	0.228246	0.00431919	0.232875	0.224823	0.00431347	0.226627
1032	0.545492	5.01271	0.580094	0.223501	0.00412631	0.229108	0.218771	0.00408101	0.222793
1075	0.732864	8.07504	0.771629	0.298654	0.00444603	0.3055	0.489267	0.405312	0.508142
1124	0.544375	6.73584	0.560744	0.207649	0.00484657	0.206419	0.348016	0.285306	0.352275
1172	0.382489	4.21649	0.390029	0.134539	0.00464082	0.137413	0.236289	0.172963	0.239071
1206	0.783326	14.024	0.829304	0.316922	0.00469923	0.31798	0.310582	0.00693488	0.312029
1256	0.478707	6.82176	0.479974	0.180822	0.00487804	0.184429	0.178444	0.00494289	0.185887
1262	0.654675	12.0352	0.687066	0.258551	0.00536704	0.26214	0.334889	0.118582	0.34452
1273	0.762173	14.2302	0.796766	0.298352	0.00697851	0.301294	0.289182	0.00663233	0.28856
1301	0.702282	13.0976	0.716195	0.265286	0.00598478	0.26426	0.257378	0.00582576	0.262526
1341	0.839471	16.8988	0.877466	0.332513	0.00523448	0.333098	0.32024	0.00576973	0.318749
1352	0.5572	9.02624	0.551841	0.209575	0.00551724	0.213052	0.233711	0.0266201	0.244637
1388	0.41768	7.60507	0.426745	0.176594	0.00556111	0.17444	0.298699	0.228714	0.300491
1374	0.656238	13.413	0.68623	0.273598	0.00566006	0.274237	0.405195	0.271461	0.408431
1376	0.710468	14.4549	0.736323	0.281917	0.00536323	0.2834	0.285863	0.0121963	0.285125
1408	1.03862	26.6333	1.10348	0.40269	0.0057106	0.405606	0.422897	0.0461965	0.432592
1406	1.06959	25.9024	1.11418	0.400214	0.0062139	0.402258	0.389652	0.00727963	0.395089
1450	0.870126	20.3882	0.881252	0.308351	0.00598025	0.306746	0.294586	0.0062542	0.300498
1488	0.729818	17.8567	0.739704	0.279763	0.00624537	0.280807	0.267977	0.00658774	0.275983
1476	0.800302	17.6327	0.799185	0.330505	0.00615692	0.326177	0.316571	0.00639081	0.322367
1488	1.01609	24.5457	1.05584	0.403536	0.00690269	0.406295	0.384981	0.00606942	0.395707
1515	1.08114	28.8805	1.12085	0.416207	0.00620985	0.421301	0.403579	0.00639606	0.408762
1561	0.990577	24.0836	0.995871	0.386125	0.00680518	0.389055	0.375028	0.00635052	0.376666
1651	0.688975	17.8687	0.689416	0.260877	0.00692821	0.260072	0.37281	0.264364	0.400995
1649	0.851903	27.3302	0.864252	0.336803	0.00685287	0.338082	0.336463	0.00859499	0.336639
1687	1.12443	38.6623	1.17163	0.432614	0.00682187	0.43068	0.42489	0.00717831	0.424837
1725	0.785894	25.1399	0.789457	0.292165	0.00677514	0.296294	0.291823	0.00802684	0.290815
1671	0.871313	29.0189	0.882141	0.348612	0.00704479	0.343438	0.555383	0.447859	0.565792
1673	0.964799	32.2334	0.994184	0.387311	0.00681686	0.385216	0.554821	0.276803	0.560212
1692	0.95925	32.2215	0.979186	0.36298	0.00693297	0.364684	0.366652	0.00884414	0.363838
1687	0.710143	22.126	0.709469	0.255308	0.0294399	0.260711	0.248406	0.0071516	0.25122
1638	0.789379	24.9729	0.802264	0.309734	0.00679278	0.314637	0.473459	0.225607	0.485375
1578	1.1784	35.9837	1.23664	0.444832	0.00695658	0.454676	0.448979	0.0141337	0.446171
1543	1.08903	29.5229	1.10475	0.404177	0.00665879	0.410006	0.404165	0.0118458	0.403276
1575	1.16392	33.0602	1.17729	0.42118	0.00671339	0.421293	0.601311	0.346607	0.61501
1598	0.883399	22.0214	0.865768	0.318882	0.00667214	0.320561	0.321132	0.0089519	0.322147
1562	0.945424	27.3371	0.978871	0.325806	0.00721502	0.330822	0.490446	0.259114	0.503336
1588	1.42191	48.1176	1.48936	0.536127	0.00783587	0.539596	0.52704	0.00969625	0.527941
1612	1.07177	28.5915	1.0693	0.386703	0.00691104	0.394209	0.375857	0.00876021	0.381729
1615	1.72007	54.5065	1.80436	0.707556	0.00698352	0.710286	0.678864	0.00802946	0.684545
1700	1.27066	36.872	1.2682	0.47952	0.00951767	0.49008	0.638697	0.373909	0.641977
1751	1.4201	50.6833	1.46461	0.526468	0.00725889	0.528687	0.639846	0.248872	0.636333
1819	1.4224	53.9853	1.44644	0.529974	0.00749564	0.527382	0.522662	0.00930071	0.518291
1826	1.29618	49.2664	1.30412	0.449241	0.00772166	0.449124	0.442774	0.00863791	0.441399
1843	1.69425	74.3567	1.76371	0.612763	0.0129511	0.619259	0.597579	0.00799394	0.601916
1858	1.60253	65.8669	1.63024	0.587132	0.00789404	0.594805	0.642432	0.142518	0.654412
1866	1.96843	86.0823	2.01028	0.73695	0.00801015	0.745528	0.699453	0.0099802	0.704205
1917	1.16958	46.0554	1.11585	0.392977	0.00832152	0.398112	0.517183	0.272408	0.519419
1913	1.17384	49.5981	1.17818	0.443592	0.0299277	0.449157	0.597076	0.369395	0.605395
1929	1.94085	101.692	2.01273	0.688486	0.00853658	0.692181	0.677709	0.01039	0.671343
1868	1.85705	84.7156	1.87182	0.684196	0.00825763	0.687608	0.668881	0.00844026	0.675503
1854	1.89856	83.0124	1.90816	0.638516	0.0323734	0.64113	0.625535	0.0146382	0.62376
1819	1.89824	81.0818	1.95119	0.691588	0.00767016	0.707644	0.840227	0.332797	0.845145
1822	2.31183	101.05	2.39434	0.887335	0.00780034	0.902226	0.870318	0.00955987	0.87403
1837	1.25751	46.7078	1.17486	0.359045	0.00772047	0.364388	0.502737	0.258792	0.513263
1786	1.48571	62.3904	1.51408	0.497226	0.00782728	0.507899	0.48553	0.00951076	0.483014
1787	1.53419	56.884	1.56488	0.537194	0.0116878	0.541852	0.524539	0.00768971	0.526877
1774	2.05845	88.0722	2.13927	0.751863	0.00743055	0.762714	1.24443	1.40794	1.26534
1803	2.25271	96.5885	2.30737	0.738013	0.00767565	0.749687	0.764803	0.00946069	0.733723
1802	2.01124	85.9923	2.02791	0.779533	0.00769496	0.742402	0.996677	0.462674	1.00009
1814	1.54763	55.9903	1.52779	0.58421	0.00785327	0.600077	0.607061	0.0321312	0.591238
1830	2.82135	135.993	2.9237	1.04804	0.00776362	1.04556	1.00584	0.00844455	1.01389
1856	1.42671	48.786	1.30388	0.468478	0.0429583	0.480391	0.451078	0.0080061	0.449825
1855	2.05865	91.0909	2.12506	0.799866	0.00796103	0.804502	0.767687	0.00798035	0.763583
1847	2.40094	107.453	2.45427	0.809923	0.00786257	0.813781	1.00734	0.475118	1.01442
1870	1.85719	91.7661	1.97555	0.625703	0.00822163	0.631535	0.832098	0.488244	0.830468
1885	1.48009	70.8542	1.32344	0.487125	0.0126922	0.488545	0.491197	0.00988936	0.483462
1889	1.53471	84.9535	1.63561	0.523351	0.00844216	0.534618	0.507163	0.00844049	0.506421
1887	2.36016	150.741	2.52338	0.857066	0.0082345	0.866329	0.83023	0.00834155	0.842381
1915	2.57314	147.089	2.47478	0.824678	0.00821137	0.833975	0.80045	0.00831485	0.796875
1948	2.7718	143.371	2.55927	0.876209	0.00849199	0.876258	1.08683	0.497921	1.09938
1962	1.59844	70.3022	1.62233	0.462957	0.00871968	0.467565	0.603748	0.233065	0.592671
1921	1.88183	108.087	2.06838	0.602741	0.00880003	0.614105	0.592774	0.0102456	0.595793
1951	2.47975	155.738	2.33745	0.795368	0.00861692	0.804121	1.07282	0.617154	1.08487
1985	1.90455	119.445	1.9115	0.621454	0.0136425	0.629933	0.617222	0.011415	0.608165
2003	1.95876	120.544	2.04752	0.684525	0.00885248	0.691718	0.664525	0.00901294	0.66808
2002	2.45086	139.174	2.5679	0.853645	0.00906563	0.860923	1.06756	0.488645	1.08069
2022	2.34082	120.895	2.38166	0.737402	0.00918102	0.74749	0.722362	0.0110834	0.720093
2037	1.88587	110.823	2.03896	0.642898	0.00914288	0.650131	0.604452	0.00935936	0.616971
1981	1.74792	77	1.66686	0.551742	0.00894356	0.559259	0.550028	0.0376453	0.561036
1925	2.41206	114.303	2.53139	0.811956	0.00859666	0.82047	0.79573	0.0094893	0.791252
1928	2.18035	116.235	2.1773	0.747954	0.00826573	0.754005	0.721398	0.00847435	0.733184
1966	2.84748	132.898	3.01566	1.05135	0.00878072	1.06294	1.03752	0.00896192	1.04529
2045	1.81979	78.2044	1.78206	0.578975	0.00881982	0.580693	0.553381	0.00885844	0.553945
2033	2.68963	178.469	2.8945	0.984477	0.00919247	0.985807	1.31757	0.881641	1.33574
2073	4.40508	258.52	4.46195	1.63471	0.00931764	1.64948	1.80854	0.467206	1.78198
2136	2.73176	146.333	2.62194	0.872031	0.0096035	0.882874	0.85923	0.0115745	0.857383
2121	3.18179	213.364	3.17134	1.12386	0.010031	1.13212	1.33589	0.436131	1.34751
2166	2.6958	168.838	2.79732	0.893135	0.00994611	0.913014	0.872488	0.0135307	0.885336
2180	3.09698	210.923	3.10271	1.10208	0.0104656	1.11536	1.71735	1.0655	1.73059
2246	2.62279	228.732	2.57448	0.81269	0.0106919	0.820736	0.956747	0.294227	0.940608
2214	2.61559	246.912	2.62799	0.861397	0.010783	0.870598	0.841636	0.0124283	0.842257
2212	3.1754	263.514	3.25812	1.15025	0.0108263	1.16055	1.10878	0.0107486	1.11408
2208	3.43232	308.267	3.48246	1.22742	0.010354	1.24536	1.19521	0.0104721	1.20286
2266	3.7365	359.647	3.82828	1.39174	0.0108914	1.39081	1.35872	0.0241721	1.35994
2282	2.4913	205.671	2.39439	0.81806	0.0110667	0.829568	1.0721	0.52244	1.08323
2232	1.81548	149.05	1.79318	0.592726	0.0108898	0.593616	0.648487	0.0641119	0.638188
2235	3.0847	284.22	3.25105	1.16507	0.0109165	1.17556	1.13105	0.0118077	1.12018
2240	3.11967	267.206	3.19563	1.13047	0.0107739	1.13128	1.08365	0.0107491	1.08003
2276	4.56376	358.899	4.728	1.65968	0.010828	1.66317	1.60979	0.010941	1.61079
2302	4.67297	291.622	3.82319	1.32982	0.011075	1.33076	1.60781	0.679062	1.60674
2318	3.54616	345.658	3.57266	1.15281	0.0114832	1.16652	1.43858	0.690024	1.44648
2350	2.68304	242.081	2.633	0.864785	0.0117872	0.862759	1.04921	0.292241	1.0495
2323	1.98444	177.624	1.9572	0.666782	0.011431	0.672709	0.645306	0.0133405	0.646611
2308	3.21533	318.708	3.38376	1.18396	0.0114825	1.18969	1.4667	0.646933	1.46776
2338	3.04076	238.818	3.14116	1.08704	0.0111675	1.08739	1.05974	0.0133142	1.05253
2359	2.9795	230.026	3.08648	0.985234	0.0117569	0.987707	0.971983	0.012017	0.966798
2379	2.70997	268.028	2.69186	0.95236	0.0120366	0.95487	0.9355	0.0118783	0.939687
2395	2.83408	302.817	2.90495	1.01195	0.0120564	1.01945	0.976465	0.0119627	0.996435
2351	3.44872	384.245	3.57372	1.23083	0.0119593	1.25184	1.1983	0.0119245	1.19788
2364	3.23702	263.25	3.28977	1.1675	0.011672	1.18328	1.41586	0.497356	1.42978
2356	4.00453	324.124	4.16375	1.38827	0.0117035	1.40169	1.78083	1.00007	1.80503
2413	3.11358	303.758	3.10525	1.06293	0.0116673	1.06814	1.08773	0.0541735	1.07095
2409	3.12935	317.526	3.17111	1.10711	0.0120971	1.12124	1.33361	0.527122	1.32417
2431	2.34211	180.127	2.32067	0.7196	0.0121257	0.726572	0.721982	0.0137322	0.717356
2412	2.60634	241.377	2.67406	0.97346	0.0121875	0.98447	0.945392	0.0122364	0.956696
2431	3.65189	396.719	3.79207	1.36223	0.0121322	1.37386	1.32953	0.0162551	1.3428
2473	4.32145	480.239	4.41444	1.67653	0.012558	1.68969	2.01293	0.756756	2.0691
2492	5.57668	674.753	5.73831	1.91849	0.0127141	1.90839	1.88612	0.0144343	1.87906
2542	3.37358	339.825	3.19414	1.02394	0.012949	1.04233	1.00703	0.0131021	1.01492
2539	2.29214	198.631	2.25837	0.738627	0.013356	0.749144	0.728766	0.0134931	0.730998
2517	3.18097	337.781	3.30522	1.15124	0.0134768	1.15955	1.41308	0.631868	1.4068
2532	3.27374	383.089	3.36111	1.15938	0.0130091	1.16459	1.14391	0.0147798	1.13765
978	0.943542	6.738	0.705894	0.276954	0.00398564	0.269174	0.268963	0.00417948	0.263245
1017	0.500027	4.38669	0.533341	0.172591	0.00417733	0.174979	0.171291	0.00414252	0.175297
1044	0.588933	6.65341	0.631231	0.238975	0.00441027	0.238486	0.395626	0.206641	0.402792
1086	0.621361	7.27048	0.653023	0.248842	0.00434661	0.248508	0.425201	0.231045	0.425178
1119	0.779318	10.3457	0.821735	0.309455	0.00436163	0.313494	0.526909	0.470376	0.532302
1176	0.614458	7.18251	0.63332	0.221103	0.00467014	0.223689	0.384462	0.334906	0.382225
1229	0.425967	5.85382	0.437467	0.153008	0.00499105	0.154984	0.15718	0.0064764	0.154631
1241	0.856736	14.7054	0.881322	0.326839	0.00530601	0.329306	0.480147	0.291046	0.491094
1318	0.521384	7.87696	0.53224	0.199296	0.00518227	0.203039	0.306754	0.200774	0.308265
1337	0.706511	14.0292	0.737143	0.27176	0.00535202	0.274658	0.274606	0.0068779	0.271217
1338	0.810104	16.1593	0.854946	0.309345	0.0051651	0.309901	0.313699	0.0209851	0.3259
1379	0.767688	14.9947	0.799191	0.281055	0.00556135	0.282037	0.273915	0.0066874	0.275575
1396	0.918339	19.4646	0.963045	0.33796	0.00541091	0.338234	0.334204	0.00576758	0.332011
1428	0.627128	11.0809	0.635001	0.234581	0.00589705	0.235522	0.319445	0.166494	0.326994
1458	0.49936	10.1126	0.517716	0.197412	0.00603342	0.198395	0.198501	0.00780034	0.198783
1463	0.783868	20.5855	0.832422	0.311028	0.0061233	0.309633	0.295376	0.0063858	0.299201
1468	0.876706	21.6846	0.921072	0.312919	0.00584865	0.322372	0.309667	0.00634241	0.314291
1472	1.19793	32.2141	1.26796	0.42949	0.00608826	0.432131	0.416298	0.00998187	0.419876
1506	1.22545	33.5725	1.27399	0.429749	0.00641584	0.437209	0.417244	0.00665641	0.417708
1520	0.995345	22.4405	1.01661	0.333206	0.00616002	0.3384	0.320243	0.00636387	0.328511
1560	0.833425	19.4788	0.855814	0.299984	0.00643325	0.305947	0.313507	0.0297155	0.31929
1576	0.896211	25.0448	0.926745	0.357108	0.00686979	0.360752	0.343106	0.00751233	0.344181
1594	1.1684	35.0232	1.2213	0.428915	0.00696611	0.434989	0.415791	0.00693679	0.41656
1605	1.23348	35.7342	1.29397	0.4448	0.00687027	0.453048	0.446439	0.0164659	0.45053
1656	1.177	30.5065	1.20979	0.42171	0.0100918	0.428279	0.414632	0.00909257	0.424108
1702	0.783102	22.018	0.781344	0.268291	0.00685382	0.272063	0.416114	0.303664	0.432363
1725	0.975827	32.6318	1.01371	0.365307	0.00748706	0.369945	0.500045	0.249155	0.503683
1759	1.26974	44.3721	1.32585	0.452614	0.00747085	0.461345	0.63892	0.390475	0.648341
1837	0.92591	34.9112	0.942337	0.326377	0.00763512	0.329207	0.364619	0.0479655	0.364392
1796	1.04107	38.544	1.07831	0.385024	0.0176015	0.389081	0.375664	0.00957608	0.374887
1776	1.06972	40.0326	1.10187	0.396538	0.0075841	0.397317	0.491737	0.112967	0.494638
1777	1.08306	38.4479	1.11387	0.391006	0.007586	0.393364	0.385602	0.00937152	0.385149
1790	0.825964	29.6396	0.846353	0.273519	0.00771737	0.277946	0.276028	0.00804138	0.275071
1752	0.932122	37.1506	0.929981	0.342498	0.00768542	0.348253	0.378927	0.0464182	0.391722
1723	1.30774	58.9309	1.38055	0.492766	0.00742078	0.499809	0.481903	0.00865316	0.484795
1684	1.21896	47.0107	1.26134	0.456132	0.00698614	0.460194	0.62923	0.433929	0.636913
1659	1.24869	40.1079	1.29371	0.453726	0.00675869	0.456239	0.656963	0.470002	0.662573
1712	1.00307	32.6455	1.01072	0.356069	0.00693011	0.369897	0.46786	0.223626	0.4629
1715	1.10704	43.629	1.14993	0.376302	0.0165246	0.381967	0.429989	0.0655813	0.424765
1660	1.53779	54.8932	1.62472	0.564242	0.00697017	0.573628	0.91802	0.805278	0.929825
1707	1.22201	43.6456	1.23862	0.441149	0.00706983	0.442285	0.5596	0.160972	0.544504
1727	1.94984	74.8847	2.0573	0.767741	0.00724745	0.771802	0.914688	0.361869	0.910787
1783	1.3947	51.2761	1.39755	0.508314	0.00728226	0.514455	0.512496	0.0275822	0.510695
1821	1.59525	68.84	1.65428	0.570411	0.00780249	0.575161	0.555029	0.00835466	0.557926
1891	1.52205	67.9946	1.56497	0.563927	0.00816202	0.571731	0.540512	0.00829816	0.549099
1932	1.47916	63.5106	1.51662	0.506593	0.00854421	0.508823	0.57213	0.0900409	0.590847
1951	1.85294	105.34	1.90945	0.660091	0.00863791	0.66597	0.641598	0.0102024	0.651197
1970	1.71338	86.663	1.77794	0.622054	0.00888205	0.643459	0.610314	0.00891089	0.611904
1966	2.06736	121.734	2.13706	0.745874	0.00877905	0.754926	0.73285	0.00901341	0.753087
2000	1.24692	64.5094	1.23805	0.413464	0.00884008	0.421752	0.405014	0.0089922	0.414071
2011	1.25273	58.7446	1.2971	0.47426	0.00921321	0.479037	0.460471	0.00941491	0.476259
2025	2.10134	144.616	2.19912	0.737763	0.00915575	0.744047	1.14715	1.15048	1.15742
2010	2.06415	134.907	2.1112	0.739501	0.00943089	0.752749	0.827493	0.0762367	0.791324
1954	2.07862	123.895	2.11995	0.682299	0.00880933	0.676849	0.665169	0.0101748	0.662248
1964	2.16719	125.744	2.21537	0.767084	0.00876164	0.764466	0.810729	0.0898037	0.817955
1933	2.62366	128.162	2.75869	0.995504	0.00855803	1.01009	0.985555	0.0147064	0.975187
1960	1.42786	74.2291	1.34271	0.406994	0.00855827	0.412429	0.574711	0.27961	0.580293
1905	1.65249	78.6135	1.72671	0.550377	0.0087471	0.555194	0.789842	0.613179	0.797467
1904	1.72691	95.266	1.7486	0.582502	0.00835395	0.593105	0.826313	0.551512	0.826247
1900	2.25041	108.669	2.37094	0.82085	0.0160873	0.830678	0.800345	0.0101516	0.796287
1884	2.37518	129.099	2.42837	0.767162	0.00875401	0.771259	1.11265	1.08725	1.13601
1908	2.08574	100.624	2.16284	0.770071	0.00845933	0.768711	1.0271	0.531408	1.01493
1907	1.62196	77.7642	1.60959	0.60769	0.00843692	0.616941	0.615524	0.010258	0.604942
1930	3.05612	189.111	3.19092	1.12181	0.00851536	1.11611	1.08412	0.00849748	1.08164
1957	1.50919	72.283	1.41363	0.50037	0.00868201	0.504565	0.477588	0.00857162	0.483054
1959	2.17281	132.22	2.28525	0.826387	0.00888419	0.831319	0.79808	0.0146663	0.807178
1973	2.5621	175.41	2.67443	0.855487	0.00870109	0.864398	1.12638	0.563802	1.13131
1948	2.0227	114.199	2.03147	0.664482	0.00869966	0.668877	0.793916	0.299446	0.783137
1988	1.55311	94.3413	1.54969	0.51322	0.0088079	0.517146	0.507174	0.0105803	0.508834
1977	1.64783	79.9463	1.7148	0.56377	0.00899291	0.571018	0.551435	0.00908327	0.550481
1989	2.5272	160.817	2.61656	0.943251	0.00907445	0.941696	0.977743	0.0892115	0.990753
2027	2.45211	148.624	2.53438	0.878039	0.00906372	0.878935	0.854422	0.0105259	0.847095
2054	2.62637	147.406	2.7327	0.92222	0.00926876	0.937958	0.904582	0.0123155	0.910751
2069	1.59046	93.9013	1.51941	0.487884	0.00955176	0.490172	0.477164	0.00959301	0.48091
2036	1.91273	122.093	1.98499	0.665669	0.00959659	0.670108	0.725354	0.13484	0.724373
2036	2.29882	144.225	2.37805	0.846758	0.00929046	0.848402	0.826463	0.0106852	0.821502
2093	2.00406	125.823	2.03169	0.663945	0.00940585	0.667947	0.813885	0.213503	0.826
2110	2.03812	133.949	2.10342	0.72016	0.00973153	0.725681	1.03554	0.75766	1.0428
2117	2.55306	162.034	2.67603	0.907833	0.00999594	0.906155	0.879979	0.0116534	0.876415
2111	2.43794	167.35	2.46735	0.789198	0.00997543	0.798349	0.93354	0.331077	0.942823
2138	2.00573	132.246	2.00847	0.695177	0.0100727	0.693102	0.702741	0.0473506	0.69983
2138	1.81847	121.36	1.86256	0.608945	0.0100918	0.611864	0.608146	0.0110714	0.598048
2083	2.60357	159.122	2.74305	0.915052	0.00982094	0.926588	1.15089	0.57863	1.14633
2063	2.2767	115.664	2.33176	0.808811	0.00928712	0.812296	0.798838	0.011106	0.797664
2045	2.9108	193.468	2.98161	1.09914	0.00935054	1.10661	1.19774	0.304034	1.20808
2154	1.8995	127.412	1.86188	0.617646	0.00955033	0.624893	0.664413	0.0931017	0.667625
