sizes	no_filter_forward	no_filter_backward	no_filter_inference	flex_filter_forward	flex_filter_backward	flex_filter_inference	const_filter_forward	const_filter_backward	const_filter_inference
717	0.415666	0.70302	0.441365	0.180087	0.0028348	0.18394	0.448458	0.560174	0.474366
749	0.241162	0.342559	0.239545	0.09939	0.00293469	0.10342	0.215147	0.199466	0.209686
789	0.186552	0.600622	0.196812	0.0686827	0.00306654	0.0736835	0.189363	0.226401	0.195381
784	0.399408	1.03668	0.406458	0.164037	0.00340557	0.17074	0.165854	0.00472116	0.166962
825	0.235301	0.70907	0.231972	0.0969982	0.00314736	0.101254	0.212242	0.217365	0.2179
824	0.287927	1.54576	0.308187	0.12432	0.00328469	0.12991	0.291017	0.343831	0.295517
804	0.356939	0.832105	0.361844	0.151183	0.00345111	0.156594	0.166219	0.0159318	0.161211
809	0.299725	1.05145	0.317259	0.132248	0.00315332	0.135886	0.128639	0.00325942	0.130802
850	0.403221	2.57859	0.434792	0.165056	0.00332665	0.169203	0.159496	0.00326562	0.162472
838	0.225458	0.699725	0.219638	0.0947969	0.00317335	0.0988655	0.149888	0.0517476	0.154858
874	0.188043	0.973705	0.203182	0.0867536	0.00364327	0.0913649	0.117152	0.027144	0.119684
858	0.293357	1.87294	0.30236	0.12693	0.00368643	0.130675	0.249757	0.237259	0.258054
845	0.286499	0.802183	0.306397	0.127756	0.00311613	0.138795	0.135772	0.00511384	0.130473
836	0.436615	1.06544	0.44544	0.194949	0.00394487	0.200288	0.386501	0.386494	0.406771
850	0.396802	0.959449	0.401888	0.170946	0.00383353	0.176653	0.261905	0.113453	0.262574
873	0.393101	1.8675	0.411216	0.15499	0.00330925	0.160394	0.156264	0.00463176	0.155791
941	0.370674	2.21128	0.395463	0.153903	0.00366712	0.157856	0.303171	0.306726	0.318162
942	0.394806	2.38019	0.412926	0.176522	0.00408888	0.18028	0.310085	0.300323	0.316815
987	0.462143	3.30846	0.484286	0.191239	0.00367379	0.195705	0.385999	0.375963	0.391471
981	0.441668	2.74516	0.459788	0.188028	0.00378585	0.191653	0.193857	0.00563955	0.190547
1022	0.457286	2.71329	0.469536	0.196393	0.00365543	0.202259	0.312552	0.130006	0.321875
1059	0.321421	2.39578	0.331692	0.119717	0.00381827	0.124693	0.126573	0.0109274	0.12552
1049	0.455376	4.40403	0.485458	0.194849	0.0049479	0.201135	0.188985	0.00428438	0.192321
1044	0.468326	3.69391	0.473251	0.198562	0.00463986	0.204262	0.279857	0.105931	0.287059
1096	0.348533	2.88784	0.359857	0.138352	0.00388789	0.142639	0.143746	0.00568724	0.141567
1006	0.373196	3.05367	0.399243	0.158453	0.00394869	0.164365	0.153915	0.00408459	0.158976
960	0.410888	2.56687	0.423381	0.17292	0.00423265	0.179034	0.168609	0.00361419	0.172717
994	0.373903	2.58124	0.388998	0.162592	0.00390577	0.168807	0.157774	0.00362039	0.162925
992	0.31678	2.33561	0.342229	0.119828	0.00367141	0.125131	0.119463	0.00607395	0.124088
880	0.413488	2.40625	0.430684	0.170004	0.00352907	0.174717	0.16461	0.00356603	0.168433
887	0.502817	3.37208	0.541917	0.218821	0.00351596	0.222782	0.213438	0.00351524	0.222264
915	0.491884	2.8227	0.497333	0.200705	0.00347328	0.206691	0.395437	0.26774	0.411788
903	0.593002	3.92334	0.61994	0.237503	0.00394249	0.242707	0.511822	0.46378	0.518106
953	0.350894	1.44241	0.336847	0.146193	0.0037291	0.149215	0.199763	0.0582306	0.18816
1027	0.466565	3.72801	0.496507	0.183733	0.00398564	0.188482	0.178239	0.00512052	0.179335
1054	0.774507	8.07323	0.826093	0.317803	0.00474906	0.321601	0.544762	0.407916	0.558202
1071	0.632453	5.59996	0.64825	0.236822	0.00402164	0.246324	0.240385	0.00568056	0.236827
1048	0.887413	7.42193	0.939582	0.384851	0.00433517	0.389828	0.65887	0.589749	0.671597
1111	0.631304	4.41181	0.619748	0.247531	0.00399375	0.252284	0.260265	0.00559545	0.251965
1138	0.888752	9.87996	0.940543	0.349396	0.00434828	0.354784	0.604678	0.570469	0.615093
1186	0.790212	9.46452	0.792193	0.313161	0.00443339	0.313854	0.4345	0.157008	0.417795
1182	0.628528	7.32166	0.621019	0.233535	0.0049808	0.237424	0.236373	0.00658274	0.228659
1219	0.817935	10.5155	0.855072	0.327361	0.00522423	0.333786	0.557924	0.578418	0.569894
1200	0.869546	11.1929	0.88441	0.346274	0.00447631	0.348804	0.346824	0.00635672	0.342377
1182	0.900745	11.1736	0.911877	0.364617	0.0054121	0.374173	0.379341	0.0286784	0.3813
1204	0.497695	4.87102	0.480654	0.179536	0.00461841	0.183634	0.197569	0.0240417	0.196995
1184	0.641018	8.48564	0.662757	0.251209	0.00468063	0.258575	0.24597	0.00628686	0.242709
1150	0.993435	13.8401	1.07621	0.384241	0.00440192	0.386048	0.617834	0.542866	0.63043
1119	0.996878	11.0387	1.02364	0.382514	0.00481486	0.38344	0.629813	0.615935	0.63602
1109	0.923093	10.1225	0.90789	0.317115	0.00508618	0.318882	0.325179	0.0127351	0.313016
1088	0.984744	9.48393	1.0124	0.381756	0.00391984	0.384863	0.372957	0.00475597	0.366941
1140	1.38536	16.1642	1.47563	0.570131	0.00407791	0.56842	0.841464	0.412449	0.861393
1176	0.740999	8.03979	0.703478	0.214519	0.0041995	0.212093	0.22501	0.00614095	0.215009
1143	0.943269	13.4351	0.977014	0.320112	0.00533342	0.3215	0.298767	0.0047338	0.302746
1151	0.882764	9.8532	0.899068	0.31581	0.00550866	0.315874	0.300354	0.00455332	0.299993
1151	1.257	15.9106	1.28618	0.48293	0.0043602	0.486541	0.459687	0.0043478	0.482564
1135	1.15137	13.2812	1.15706	0.39983	0.00432873	0.400353	0.391388	0.0108075	0.397196
1112	1.1811	11.5487	1.14956	0.454724	0.00444031	0.4544	0.430511	0.00443864	0.426822
1156	0.77152	7.42746	0.744539	0.309247	0.00428963	0.314312	0.305459	0.00445485	0.298617
1165	1.58596	24.5106	1.79729	0.672562	0.00452018	0.67361	0.64476	0.00442719	0.641399
1225	0.699195	6.56021	0.607329	0.225595	0.00448585	0.226258	0.214364	0.00439072	0.214157
1226	1.21794	17.6404	1.27666	0.485122	0.00521231	0.48528	0.491564	0.0312297	0.501043
1212	1.37736	19.0754	1.38946	0.484355	0.00472927	0.487523	0.542101	0.0970428	0.549788
1220	0.962663	12.6211	1.01821	0.324676	0.00516558	0.325417	0.379049	0.0748408	0.38398
1235	1.00616	13.8846	0.987947	0.323552	0.00487137	0.322834	0.307427	0.00611901	0.307478
1161	0.708081	7.83534	0.876824	0.235184	0.00508571	0.236961	0.363243	0.293281	0.371221
1185	1.16425	14.1466	1.17882	0.464434	0.00679564	0.468213	0.662093	0.298888	0.674961
1236	1.13481	13.2578	1.09432	0.445507	0.00451469	0.454991	0.443203	0.00625539	0.436362
1248	1.01591	11.4733	1.03294	0.425606	0.00461841	0.423008	0.488263	0.0866442	0.491334
1272	0.658771	7.92636	0.656282	0.23626	0.00406337	0.240911	0.226622	0.00715899	0.225683
1269	0.851239	13.4355	0.883729	0.351832	0.00510073	0.345975	0.327677	0.00514197	0.327339
1293	1.04125	15.3427	1.0776	0.447355	0.00455761	0.452741	0.426746	0.0048492	0.430117
1275	0.896926	11.2789	0.907064	0.335131	0.00431561	0.336418	0.319162	0.00475407	0.331194
1241	1.00171	12.6789	1.029	0.416447	0.004354	0.417053	0.575142	0.258508	0.585039
1209	1.15072	13.4913	1.18546	0.479847	0.00442505	0.476657	0.460697	0.00650001	0.461528
1250	1.02604	14.9349	1.04293	0.395	0.00460196	0.39544	0.376074	0.00500178	0.383662
1268	0.955978	13.2323	1.03663	0.380584	0.00424242	0.38175	0.617705	0.644487	0.638278
1237	0.710406	9.65006	0.702852	0.288505	0.00421023	0.286586	0.288694	0.00620699	0.281454
1218	1.09593	15.1328	1.1632	0.470368	0.00477576	0.469343	0.809382	0.95696	0.821656
1254	1.02398	14.472	1.08134	0.430941	0.00541115	0.429307	0.590466	0.239671	0.573594
1251	1.5911	20.0305	1.58473	0.67338	0.00421143	0.672561	0.840307	0.273904	0.843213
1334	0.880915	11.3302	0.860575	0.314805	0.00433683	0.312576	0.312124	0.00620985	0.307772
1340	1.4636	27.636	1.56956	0.588858	0.00608897	0.589936	0.803843	0.496856	0.812339
1406	2.33955	40.3195	2.31605	1.00462	0.00500965	1.00554	0.960404	0.00770116	0.971028
1454	1.51035	27.437	1.4911	0.5601	0.00537968	0.566955	0.652912	0.152881	0.663539
1453	1.89368	41.2445	1.95446	0.748305	0.00670385	0.751806	0.70914	0.00765562	0.710217
1440	1.35708	26.2112	1.32039	0.505693	0.00532937	0.509108	0.473452	0.0054462	0.488126
1477	1.81758	42.3489	1.92859	0.739058	0.00564241	0.743142	1.10424	0.937539	1.12187
1492	1.33639	25.4464	1.32689	0.459053	0.00592065	0.459483	0.486575	0.0277476	0.463631
1401	1.35388	26.0629	1.39838	0.498187	0.00516748	0.50149	0.472427	0.00584221	0.47302
1398	1.73405	31.371	1.79787	0.689065	0.00545573	0.695709	0.651412	0.00539374	0.647357
1419	1.76097	30.0785	1.81439	0.701333	0.00615525	0.697975	0.662223	0.00510144	0.665391
1447	1.91533	33.8192	1.97689	0.802094	0.00499892	0.80055	1.26467	1.1261	1.28158
1467	1.21692	19.5983	1.20816	0.443995	0.00605297	0.44653	0.599097	0.296641	0.568876
1454	0.862138	16.1681	0.853417	0.317286	0.00538349	0.31825	0.321476	0.0232017	0.325259
1454	1.66731	38.1249	1.76429	0.704746	0.00679922	0.703258	1.04019	1.0186	1.05203
1432	1.54738	27.2627	1.57525	0.632548	0.00507927	0.632687	0.933184	0.748317	0.928939
1435	2.33446	42.8554	2.40203	0.955207	0.00493407	0.956903	0.922718	0.00703335	0.911123
1483	1.94943	33.6495	1.97376	0.772641	0.00500512	0.775824	0.726705	0.00718617	0.735125
1503	1.75856	37.0188	1.75364	0.629027	0.00536132	0.635248	0.593613	0.00605917	0.601807
1589	1.47616	34.0731	1.4984	0.519348	0.00592351	0.519911	0.688651	0.459828	0.704399
1575	1.19859	27.8103	1.18215	0.403672	0.00623608	0.405912	0.609662	0.542462	0.616765
1517	1.69862	39.8893	1.73238	0.671861	0.00592875	0.674895	0.648366	0.00819445	0.65035
1517	1.59869	29.4748	1.61094	0.610495	0.00658655	0.610902	0.574124	0.00646281	0.588628
1501	1.38952	28.6605	1.40358	0.503327	0.00536704	0.503785	0.653667	0.414977	0.662705
1483	1.23655	21.6806	1.20771	0.487994	0.00535035	0.488238	0.466947	0.00751781	0.469265
1482	1.31477	25.8812	1.36488	0.530206	0.00542474	0.531289	0.692548	0.409458	0.703887
1481	1.7234	38.9343	1.78998	0.685265	0.00577903	0.683542	0.974674	0.792054	0.987399
1473	1.47852	26.3788	1.47011	0.612499	0.00602174	0.617442	0.6104	0.00749159	0.596153
1470	1.8588	39.7953	1.98127	0.745074	0.00626087	0.742516	0.787528	0.0880497	0.795345
1579	1.74095	35.1382	1.68607	0.626683	0.00553274	0.638497	0.783387	0.26357	0.790943
1569	1.61739	39.2111	1.60365	0.610779	0.00719404	0.616653	0.589845	0.00829887	0.587383
1628	1.11721	25.762	1.11694	0.383357	0.00640702	0.38588	0.364058	0.00610161	0.368519
1590	1.36163	34.3771	1.39722	0.545332	0.00620461	0.55056	0.717771	0.363125	0.724494
1596	1.89665	44.2024	1.93093	0.776097	0.00653338	0.786656	0.748468	0.00826025	0.747119
1566	1.89012	41.8239	1.90064	0.85563	0.00584412	0.852893	1.1575	0.776371	1.17939
1616	2.53709	57.5083	2.63432	0.9895	0.00585413	0.988859	0.96773	0.00787425	0.957751
1690	1.51294	34.2769	1.4436	0.547987	0.00678873	0.547198	0.516551	0.006464	0.516611
1693	1.18561	34.0816	1.2043	0.431127	0.00751591	0.427723	0.411281	0.00730205	0.411236
1635	1.73671	48.0234	1.83551	0.687208	0.00657916	0.68811	0.924556	0.555787	0.931344
1623	1.63984	36.8419	1.70749	0.627548	0.00609708	0.630749	0.603657	0.00822997	0.607378
604	0.489724	0.595454	0.390942	0.132092	0.00188875	0.143148	0.17784	0.0572774	0.186407
642	0.192695	0.289538	0.203514	0.0695105	0.00286031	0.0687275	0.067759	0.00444317	0.0688479
627	0.313739	0.592225	0.342693	0.116409	0.00279689	0.117275	0.112441	0.00314093	0.118451
657	0.334282	0.567092	0.342026	0.124827	0.00288868	0.12692	0.125356	0.00529051	0.130846
693	0.272291	0.415665	0.289436	0.104186	0.00281549	0.104097	0.0994496	0.00302052	0.103469
726	0.392109	0.761393	0.412294	0.174117	0.00273728	0.175081	0.164492	0.00329828	0.170238
739	0.232664	0.64126	0.238555	0.0869191	0.0027926	0.0900412	0.0842254	0.00368571	0.0920651
750	0.339682	1.74326	0.366073	0.146557	0.00337791	0.146068	0.219114	0.0901437	0.226665
798	0.359188	0.872749	0.372771	0.156996	0.00338125	0.157174	0.15412	0.00478983	0.15457
819	0.500758	3.4818	0.535143	0.212631	0.00377369	0.213541	0.473376	0.650799	0.487915
847	0.335477	0.913915	0.342701	0.131983	0.00316072	0.131728	0.147492	0.00506377	0.139343
889	0.21296	0.710761	0.228328	0.0816894	0.00332046	0.0828958	0.160176	0.0940742	0.164172
875	0.532047	2.5315	0.505038	0.210366	0.00369668	0.211996	0.412289	0.440027	0.421681
937	0.303333	2.08658	0.307611	0.120415	0.00347233	0.121468	0.130742	0.00538445	0.124778
930	0.371475	3.45118	0.390745	0.161281	0.00365496	0.162065	0.198337	0.0424571	0.201313
939	0.454987	4.01507	0.475443	0.194408	0.00350857	0.19353	0.187065	0.00482178	0.188045
943	0.411001	3.48315	0.441347	0.170311	0.00374675	0.170224	0.163546	0.00383949	0.167229
943	0.508559	4.56015	0.524673	0.205048	0.00372076	0.204731	0.417297	0.428405	0.426372
980	0.279166	2.09565	0.275287	0.112885	0.0035255	0.115177	0.120815	0.00570297	0.115091
977	0.238455	1.93339	0.24884	0.102383	0.00376773	0.10435	0.184515	0.15554	0.192065
974	0.371376	3.21931	0.384964	0.160377	0.00357175	0.158801	0.163194	0.00547647	0.163208
995	0.37267	3.38071	0.395173	0.161788	0.00371051	0.163949	0.156069	0.00403786	0.160041
988	0.603133	5.83163	0.621655	0.256341	0.00359297	0.253873	0.242299	0.00400162	0.247653
988	0.559552	5.1133	0.567016	0.222767	0.00346971	0.225502	0.284593	0.0842972	0.293814
1023	0.49245	4.6464	0.515939	0.186697	0.00351453	0.187661	0.186639	0.00549006	0.18685
1021	0.444561	3.94451	0.454708	0.169451	0.00380445	0.170643	0.165567	0.00407004	0.169303
1058	0.485255	4.39308	0.500058	0.209312	0.00466418	0.210327	0.347777	0.290443	0.357389
1095	0.630206	6.67686	0.649049	0.248805	0.00434136	0.249882	0.249637	0.00609207	0.250196
1153	0.690168	7.66674	0.720147	0.273038	0.00514579	0.273464	0.264455	0.00455761	0.266672
1179	0.592033	5.77757	0.615569	0.254877	0.00491405	0.256172	0.240751	0.00446725	0.246578
1203	0.400641	4.40106	0.395257	0.147243	0.00445271	0.146106	0.140017	0.0046289	0.145351
1171	0.518876	6.79354	0.53672	0.220319	0.00461888	0.219926	0.214264	0.00462508	0.216526
1192	0.636069	9.15406	0.654542	0.2651	0.00482917	0.26774	0.259037	0.00473189	0.25929
1250	0.469132	6.7577	0.479812	0.185658	0.00460958	0.184287	0.175101	0.00487471	0.180084
1202	0.532926	8.23574	0.555643	0.221266	0.00452542	0.222878	0.351033	0.268223	0.357418
1158	0.568253	6.65278	0.593694	0.226855	0.00504875	0.227697	0.356288	0.273084	0.355663
1110	0.476838	5.34024	0.47797	0.193867	0.00393033	0.19463	0.19117	0.00597	0.194372
1141	0.377323	4.1719	0.394083	0.137947	0.00419545	0.138413	0.134197	0.00497651	0.139439
1085	0.476341	5.77095	0.496783	0.203947	0.00414133	0.205925	0.192437	0.00450969	0.197067
998	0.615434	6.58583	0.648616	0.272363	0.00400162	0.273193	0.257441	0.00400496	0.262336
1051	0.561236	5.7894	0.575819	0.224814	0.00423193	0.226202	0.217767	0.00435567	0.222794
1072	0.753879	8.6504	0.760667	0.324215	0.00422144	0.291815	0.555385	0.582714	0.573961
1082	0.427315	3.33023	0.438288	0.178076	0.0047164	0.180052	0.331638	0.306864	0.324056
1121	0.538343	6.52374	0.562923	0.205777	0.00449347	0.211198	0.260407	0.0586722	0.258814
1165	1.00711	13.7329	1.0692	0.396026	0.00456452	0.411079	0.689905	0.42284	0.68611
1218	0.79365	10.0398	0.801386	0.283731	0.00496459	0.285919	0.526781	0.53927	0.53951
1220	1.23413	19.3443	1.30481	0.514942	0.00467658	0.517606	0.710361	0.269036	0.708718
1278	0.855526	10.8923	0.854825	0.316971	0.00436926	0.322206	0.492308	0.392912	0.498072
1284	1.05663	17.3605	1.08594	0.391693	0.00458121	0.396949	0.386568	0.00698304	0.387075
1309	0.975729	16.8673	0.975824	0.357689	0.00499892	0.357626	0.344796	0.00517988	0.350832
1342	0.771081	12.741	0.780387	0.272852	0.0058043	0.276457	0.264724	0.00536561	0.269235
1355	1.06483	19.7141	1.11548	0.408436	0.00577497	0.412435	0.591966	0.407284	0.602547
1408	1.10223	20.3779	1.13833	0.413427	0.00648355	0.416642	0.725283	0.818323	0.741238
1346	1.25677	23.655	1.29041	0.47517	0.00632763	0.476745	0.478964	0.00766587	0.473681
1388	0.633677	9.80314	0.603503	0.217103	0.00538373	0.221773	0.205906	0.00521612	0.209398
1348	0.781801	14.6324	0.818587	0.292536	0.00525117	0.29634	0.38396	0.092468	0.385537
1332	1.25753	26.2993	1.33179	0.459137	0.00534534	0.46542	0.449636	0.00659013	0.449527
1297	1.26061	23.4592	1.27295	0.463842	0.00487947	0.464962	0.444955	0.00495577	0.449119
1257	1.09458	17.8505	1.10561	0.367522	0.00503302	0.372087	0.374605	0.0230296	0.385715
1278	1.32376	20.5602	1.35573	0.477012	0.00496197	0.481638	0.461153	0.00543094	0.466322
1257	1.60982	26.3147	1.64667	0.625989	0.00467086	0.63427	0.597412	0.00465536	0.605889
1327	0.879393	13.7244	0.830475	0.243636	0.00477481	0.249003	0.272641	0.0518436	0.277938
1277	1.02366	18.5053	1.06053	0.33866	0.00518322	0.346182	0.329354	0.0068655	0.328269
1295	1.09094	18.6219	1.10363	0.377772	0.00525188	0.380411	0.511036	0.263925	0.521085
1311	1.42826	26.8769	1.43148	0.527861	0.00518513	0.532409	0.543873	0.0335259	0.550815
1305	1.44615	26.0485	1.49957	0.492155	0.00597763	0.496307	0.841109	0.831973	0.856508
1310	1.48337	25.9545	1.49731	0.549049	0.00491858	0.554776	0.827986	0.383991	0.819285
1263	0.894758	11.5317	0.851832	0.336181	0.00534153	0.338057	0.350121	0.00667167	0.336223
1322	1.87418	39.7376	1.99213	0.731656	0.00500035	0.742763	1.01643	0.449224	1.03328
1352	0.783705	10.2801	0.705909	0.259634	0.00491238	0.264396	0.283128	0.00723338	0.262795
1379	1.40339	30.8505	1.47277	0.562274	0.00536633	0.569764	0.67686	0.184934	0.690117
1398	1.70071	40.135	1.78331	0.589532	0.00572443	0.592843	0.573409	0.00691128	0.591496
1377	1.09976	20.0712	1.09153	0.361564	0.00570583	0.368676	0.35324	0.00574422	0.353677
1393	1.0088	20.7062	1.01105	0.338384	0.00524235	0.344413	0.569865	0.469502	0.581616
1352	0.914387	17.4702	0.909563	0.31536	0.00528955	0.321337	0.318755	0.00717831	0.313842
1327	1.31011	23.6222	1.34122	0.532075	0.00487256	0.53616	0.762062	0.527467	0.776416
1396	1.37107	25.6834	1.39976	0.519719	0.00505185	0.526452	0.714111	0.310761	0.717026
1440	1.55	33.1594	1.58675	0.58226	0.00534129	0.587748	0.576743	0.00704408	0.572999
1453	0.892885	17.1676	0.852472	0.277797	0.00642991	0.286843	0.269006	0.00560117	0.274863
1398	1.15382	23.8221	1.19188	0.415715	0.00566745	0.420277	0.631024	0.417542	0.645158
1435	1.27603	24.7885	1.27938	0.48878	0.00623059	0.493179	0.664418	0.428685	0.669884
1495	1.201	25.3146	1.25805	0.409482	0.00664735	0.413992	0.537273	0.155236	0.537713
1455	1.36195	27.5585	1.39795	0.498291	0.00640726	0.506385	0.497336	0.00736713	0.498313
1407	1.59771	33.8045	1.6503	0.582599	0.00656581	0.585021	0.566564	0.00581408	0.565828
1378	1.26872	23.4882	1.30493	0.433282	0.00533533	0.440122	0.639081	0.44738	0.652076
1430	1.13629	23.6604	1.137	0.403945	0.00662637	0.405693	0.395989	0.00742817	0.398483
1415	0.992508	22.5644	1.03269	0.376965	0.00551176	0.382699	0.360036	0.00581813	0.366082
1394	1.46661	33.2812	1.60298	0.542729	0.00567675	0.550619	0.528322	0.00606298	0.529014
1417	1.41975	28.4096	1.44439	0.505045	0.0059526	0.512919	0.485139	0.00535631	0.486098
1432	1.83745	35.8215	1.7885	0.726749	0.00666404	0.735907	0.700507	0.00548768	0.714329
1500	1.15718	21.0402	1.12712	0.392771	0.00563169	0.397419	0.392235	0.0165427	0.395534
1482	1.71524	41.4341	1.77022	0.672948	0.00595665	0.67347	0.938162	0.577461	0.947005
1548	2.77744	66.0776	2.8473	1.18463	0.0060885	1.19439	1.15675	0.00776744	1.15541
1650	1.75196	44.1393	1.70952	0.634996	0.00785732	0.641774	0.796609	0.399846	0.806368
1612	2.07145	57.3579	2.12988	0.801079	0.00684071	0.814873	1.13646	0.928678	1.14738
1658	1.70843	47.7164	1.75095	0.63076	0.00707483	0.629433	0.624054	0.00846648	0.61533
1612	2.04591	54.0909	2.11397	0.790945	0.00677729	0.792002	0.778869	0.0178356	0.785583
1673	1.52365	40.1435	1.5042	0.521359	0.00691605	0.529039	0.704507	0.429304	0.71301
1655	1.78223	53.5148	1.83144	0.627059	0.00711179	0.634904	0.616379	0.00892639	0.611473
1569	2.19036	55.8854	2.239	0.821751	0.00652623	0.830227	0.794639	0.00735116	0.799298
1616	2.07675	51.2389	2.1161	0.793971	0.00637102	0.793958	0.772695	0.00693917	0.779649
1636	2.29198	57.5442	2.3603	0.940587	0.00669241	0.951572	0.909507	0.00666285	0.914047
1668	1.5174	35.856	1.47762	0.53636	0.00767946	0.544412	0.533346	0.022177	0.543417
1632	1.15011	29.9707	1.13827	0.398365	0.0068655	0.400648	0.514149	0.235743	0.518262
1616	1.942	55.1718	2.02767	0.7776	0.00668454	0.787536	0.746176	0.00816035	0.745639
1656	1.90477	51.0704	1.9613	0.732254	0.00680542	0.735141	0.705472	0.00665736	0.718554
1662	3.00364	84.4776	3.08465	1.1562	0.00673127	1.16688	1.14248	0.028393	1.14468
1683	2.36985	62.6528	2.39439	0.897891	0.00702524	0.903707	0.863901	0.00737858	0.868879
1675	2.09131	58.6145	2.09243	0.727593	0.00712585	0.737496	0.70804	0.00693679	0.701792
1716	1.61066	45.7236	1.57031	0.557342	0.00749135	0.566788	0.543534	0.00687361	0.536523
1764	1.37313	45.7439	1.36946	0.483031	0.00713849	0.484691	0.64425	0.342629	0.650803
1740	2.15926	76.4731	2.23106	0.84481	0.0293	0.848897	1.08324	0.612113	1.10089
1758	2.03712	59.8811	2.08793	0.773463	0.01019	0.778822	0.75901	0.0121498	0.751709
1732	1.7031	49.4759	1.70741	0.61968	0.00818944	0.624786	0.589998	0.0103788	0.595671
1691	1.3349	32.4036	1.30844	0.522953	0.00735641	0.533345	0.677803	0.364728	0.689209
1687	1.51435	41.896	1.54903	0.619895	0.00694704	0.627166	0.599243	0.00860023	0.6004
1670	1.94475	60.5289	2.00208	0.742998	0.00785136	0.750585	1.02122	0.57881	1.02868
1697	1.83479	53.4779	1.85853	0.754469	0.00755477	0.766157	1.03947	0.661444	1.05089
1691	2.4036	74.058	2.48123	0.921551	0.00662065	0.923849	0.902863	0.00758123	0.902512
1748	2.01094	59.6778	2.02653	0.769875	0.0103793	0.746079	0.750245	0.0539873	0.750023
1773	2.05261	65.9429	2.09672	0.77492	0.00728464	0.804974	0.737723	0.00841761	0.740262
1803	1.36358	41.0456	1.3245	0.486051	0.011137	0.486433	0.4327	0.00699687	0.441199
1809	1.70159	64.157	1.7429	0.727026	0.00752926	0.718138	0.653179	0.00755191	0.659124
1814	2.44174	91.0143	2.54019	1.04657	0.0112081	0.986509	1.22917	0.746175	1.23373
1833	2.76002	99.3865	2.83785	1.15403	0.0072062	1.16708	1.42368	0.706971	1.4441
1819	3.08307	106.726	3.18377	1.15535	0.00692391	1.15677	1.16793	0.00871348	1.13343
1890	1.86415	60.5011	1.78296	0.623563	0.00721264	0.626512	0.60228	0.00734925	0.607239
1896	1.45722	54.8453	1.43916	0.508384	0.00774002	0.512899	0.682825	0.402814	0.688473
1849	2.07843	82.4925	2.15694	0.793882	0.00769496	0.804243	0.77773	0.00966048	0.777854
1855	1.92486	66.5002	1.94981	0.724096	0.00751543	0.732231	0.701412	0.00758266	0.701583
690	0.353609	0.408555	0.215167	0.0751994	0.00292397	0.0831521	0.0723605	0.00288844	0.0766563
680	0.32597	0.905951	0.348669	0.135137	0.0031302	0.13803	0.315402	0.251651	0.317158
713	0.385405	0.719208	0.402649	0.155352	0.00287437	0.159716	0.241151	0.0962651	0.240873
769	0.299573	1.02311	0.315635	0.118774	0.00309873	0.123261	0.175889	0.0637836	0.17784
786	0.414283	1.20968	0.431402	0.192204	0.00307345	0.197745	0.405694	0.438538	0.411827
823	0.295339	1.25849	0.307193	0.114782	0.00320125	0.118191	0.278496	0.335997	0.276405
826	0.352396	1.36832	0.370585	0.154289	0.00328898	0.1591	0.157825	0.00501013	0.155174
850	0.404985	2.63255	0.43104	0.185297	0.00347948	0.191287	0.225145	0.0473771	0.231188
903	0.526465	3.43105	0.560564	0.232105	0.00372744	0.240114	0.487113	0.538454	0.50105
939	0.358769	2.12103	0.370486	0.15308	0.0036509	0.156112	0.250113	0.104728	0.24263
974	0.245348	2.02462	0.253565	0.0995317	0.00387931	0.10319	0.0967085	0.0053103	0.0971878
974	0.516172	5.56344	0.553894	0.236938	0.00404406	0.24013	0.223968	0.0039289	0.22742
1015	0.334698	2.17705	0.345182	0.135939	0.00380778	0.138822	0.245506	0.265413	0.25502
1034	0.46016	5.99472	0.488609	0.192925	0.00425625	0.201871	0.438415	0.53722	0.449352
1035	0.510123	4.81273	0.536926	0.215586	0.00429273	0.220367	0.220651	0.00575924	0.212683
1068	0.494712	4.60778	0.516984	0.201911	0.00411749	0.21165	0.317568	0.141915	0.328992
1064	0.612684	8.39852	0.649229	0.250008	0.00441599	0.256051	0.245103	0.00568914	0.239764
1062	0.328845	3.12853	0.323568	0.13128	0.00421953	0.135085	0.126978	0.00411844	0.128808
1115	0.270029	3.11238	0.285167	0.125032	0.00431228	0.129539	0.120389	0.00437927	0.12343
1071	0.441249	5.87543	0.473281	0.192386	0.00414395	0.19839	0.186719	0.00426626	0.190027
1098	0.474078	4.84573	0.496188	0.20293	0.00419521	0.208669	0.193118	0.00438404	0.19648
1130	0.717896	8.53584	0.758891	0.301735	0.00440073	0.306245	0.285133	0.00427246	0.288645
1122	0.700296	9.82132	0.727063	0.277262	0.00440049	0.282593	0.303685	0.0467968	0.312619
1144	0.585217	7.09311	0.597693	0.221609	0.00419736	0.228024	0.217294	0.00570059	0.215071
1160	0.538592	7.00535	0.552582	0.206985	0.00445843	0.21281	0.245324	0.0483139	0.252839
1132	0.498092	5.06686	0.51516	0.221374	0.00456071	0.226693	0.214568	0.00561666	0.214426
1203	0.725285	9.64753	0.766893	0.300659	0.00452781	0.306146	0.52604	0.482164	0.537562
1244	0.765553	11.6416	0.796015	0.313548	0.00458312	0.316909	0.317177	0.00617385	0.308219
1325	0.704858	11.0768	0.719268	0.29216	0.00522065	0.293354	0.468036	0.405749	0.479552
1348	0.4772	7.89345	0.480721	0.176574	0.0052352	0.181664	0.179842	0.00743341	0.175931
